,ID,label,tanggal,judul,narasi,nama file gambar
4165,984111,1,2020-05-12 00:00:00,"Karena dia bukan pilihan rakyat, Ini rezim haram hasil kejahatan antek2 China","Apapun caranya rakyat wajib tumbangkan jokowi, Karena dia bukan pilihan rakyat, Ini rezim haram hasil kejahatan antek² China",984111.png
877,202066,1,2018-06-21 00:00:00,Dukung UAS Jadi Ketum PBNU,Dukung UAS Jadi Ketum PBNU,202066.png
1919,447547,1,04-Agu-18,Pare Tidak Serta-merta Bisa Menyembuhkan Kanker,"Prof Chen Hui Ren dari RS pusat angkatan darat Beijing menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan..",447547.png
2961,701358,1,26-Agu-18,Rencana E-Voting Pada Pileg dan Pilpres 2019,KAMI MENOLAK RENCANA E-VOTING PADA PILEG DAN PILPRES 2019,701358.jpg
1884,437456,1,2019-06-02 00:00:00,"Ikan Alien Aneh Dijumpai di Sungai Madeira, Brazil","Extraño #pez (Un Alien:scream:) , encontrado en el río #Madeira , principal afluente del amazonas en #Brasil 22/01 #video",437456.png
2200,514033,1,2018-02-22 00:00:00,USTAD DI BEKASI DISERANG OKNUM YANG MENGGUNAKAN ATRIBUT PKI,"Izin melaporkan
 Assalamualaikum..
 Mohon kita waspada bahaya PKI Sudah sampai ke daerah kita..
 Informasi dari istri Saya
 Kejadian siang ini di kampung gudang RT 01/02 kel. Karang satria kec. Tambun utara..
 Korban ustadz Ridwan Syakir..
 Beliau sedang sakit kedatangan 2 tamu yg tak di kenal,, namun bbrp lama kemudian beliau di boyong paksa oleh 2 orang td,, tapi istrinya langsung triak gak lama kemudian tetangga langsung menghajar mereka,,sekarang pelaku di amankan di BKPM karang satria..
 Dua orang tadi bawa tas dan di dalam tasnya ada crulit dan golok dan nama2 ustadz yg akan menjadi sasaran mereka
 InsyaAllah kita semua dlm perlidungan Allah SWT…..",514033.jpg
98,23098,1,2017-11-09 00:00:00,"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS","Kemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ).",23098.jpg
1496,343935,1,2015-12-11 00:00:00,Jokowi memperpanjang kontrak Freeport,Sungguh licik sekali pemerintahan Jokowi dengan menciptakan konflik KPK dan Polri diam-diam memperpanjang kontrak PT Freeport Indonesia agar masyarakat tidak terlalu memperhatikan proses perpanjangan kontrak tersebut.,343935.jpg
2557,597511,1,2016-12-06 00:00:00,ADA BESI TIPIS DI DALAM OBAT,HATI-HATI ADA BESI TIPIS DI DALAM OBAT. SEBARKAN!!!,597511.jpg
3183,751906,0,2017-12-20 00:00:00,"Catet ya, biar gak tercyduk","Catet ya, biar gak tercyduk",751906.png
3298,776238,1,2018-02-07 00:00:00,KEPOLISIAN MESUJI TERTANGKAP BASAH TENGAH MELAKUKAN PUNGLI,"Kepada pak presiden Indonesia
 Pak Joko Widodo (jokowi)
 Kepolisian daerah mesuji semakin ganas dgn menangkap mobil2 dan meminta uang sbsar 200000 rupiah secara paksa baru di beri jalan lancar. Mohon diselesaikan pak atas pungli kepolisian mesuji lampung.
 Tolong bantu bagikan agar pak presiden indonesia kta tau bagaimana polisi di jalan selalu pungli",776238.jpg
253,58201,1,2020-06-03 00:00:00,Geoge Floyd tewas ditembak,"Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika. Polisi membantahnya. Lalu rekaman CCTV beredar. Sontak seluruh Amerika rusuh. Kalau di Plnet Yours “yang mesti ditangkap itu yg men-share video CCTV nya itu…”. Ya, kan…?",58201.png
3923,921960,1,2018-11-26 00:00:00,TERDUGA PENCULIKAN ANAK DITANGKAP DI ACEH,Nyan pancuri aneuk miet di mantang reudep,921960.jpg
103,23451,1,2017-05-25 00:00:00,Pelaku Bom Kampung Melayu adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi,23451.png
1445,334503,1,2017-10-13 00:00:00,": Eggi Sudjana, Ormas, dan Konsep Trinitas oleh : Prof. Mahfudz MD","Eggi Sudjana, Ormas, dan Konsep Trinitas oleh : Prof. Mahfudz MD",334503.jpg
1443,334426,1,2017-11-03 00:00:00,Nabila Jessica Alexis Hotel,Gambar postingan akun facebook Basuki Sutawijaya yang berjudul Nabila Jessica Alexis Hotel,334426.jpg
1648,375849,1,2017-03-10 00:00:00,Pengendara Gojek Ditabrak Lari Oleh Sopir Angkot di Tangerang,"Para sopir angkot se Tangerang! Mohon ingat baik2, apakah kalian puas dengan melakukan hal ini kepada teman seperjuangan saya?? KaIian sudah mengambil rezeki temanku ini dan mengambil nyawanya pula!? Kalian boleh berdemo, tetapi bukan begini caranya! Yang kalian buat sekarang akan menambah masalah baru!! Sekarang apakah kalian mau diperlakukan sama oleh para kita sopir online?? Tolong berpikir!b siapapun sopir angkot yang menabrak temanku ini lebih baik cepat cepat mengakui dan menyerahkan diri.!! Kepada sopir online gojek, secra pribadi saya sopir grab ikut turut berduka cita, mohon tidak melakukan tindakan anarki, mohon kita sebagai driver online setidaknya memberikan contoh yang baik, biar kita serahkan kepada pihak yang berwajib. Salam satu aspal.",375849.jpg
586,137287,0,2018-01-31 00:00:00,"Dapat Info Hoax Kebakaran, Mobil Damkar Alami Kecelakaan dan Tewaskan 3 Anggota Pemadam","Innaillahi Wainnaillahi Rojiun, Damkar INDONESIA kembali BERDUKA. Mewakili rekan-rekan Pemadam Kebakaran Kota Medan, kami turut berduka cita atas kejadian yang menimpa rekan-rekan damkar di Poso",137287.jpg
627,145300,1,2018-03-06 00:00:00,Pesan Brimob Akan Sweeping Ojek Online di Wilayah Jakarta Selatan,"Hindari wilayah selatan, Blok M, Mampang, Buncit, Ampera, Kemang, Cipete, Fatmawati raya s/d Lotte Mart.
 pemberitahuan langsung keseluruh BC/grup/komunitas. situasi selatan TIDAK KONDUSIF MALAM INI, untuk menghindari sweeping brimob terhadap OJOL diminta untuk tidak mampir ke area tersebut diatas setelah jam 22.00
 Bila ada order ke area yang disebutkan, tolong semua attribut OJOL dilepas dulu ….
 Base Camp Kemang, Dharmawangsa, Bangka sementara di vakum kan sampai situasi kondusif",145300.png
1696,386134,1,2020-05-08 00:00:00,"Tweet Ganjar Pranowo : Kalo saya nonton video porno sambil onani, salahnya dimana? Kan nikmat tuh..","Kalo saya nonton video porno sambil onani, salahnya dimana? Kan nikmat tuh.. #stayhome#staysafe#stayhealthy",386134.png
3191,753512,1,2016-02-08 00:00:00,FOTO JALANAN DI PAPUA,Ini merupakan penampakan salah satu jalan yang ada di Papua.,753512.jpg
2101,491526,1,2020-08-24 00:00:00,Pernyataan Maruarar Sebut Orang yang Tak Pilih Jokowi Bodoh dan Gila,"Tak mempan diserang sana-sini, Maruarar: Kekuatan Jokowi itu rakyat. Hanya Orang Bodoh Dan Gila, Yang Tak Mau Pak Jokowi, Jadi Presiden RI",491526.jpg
2199,513848,1,2018-03-21 00:00:00,Polresta Samarinda Adakan Acara Nikah Massal Gratis,"Kasubbag Humas Kapolresta Samarinda, Ipda Danovan mengatakan, kabar tersebut tidak benar alias hoaks. “Itu tidak benar, Polresta Samarinda tidak ada mengadakan kegiatan seperti yang tertera di postingan itu,” tegasnya.",513848.png
403,92227,1,2020-01-07 00:00:00,Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk,"Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk. Mengaku sebagai bareskrim pangkat mayor biar bisa makan gratis. Si emak jadi kaget dan brutal setelah melihat ada nama BANSER di dadanya. info lain, bapak inilah yg dulu pernah menghadang Ustadz abdul somad saat berziarah di kudus jawa tengah",92227.png
1154,268994,0,2017-10-06 00:00:00,PKI KETANGKEP BASAH...!!,"PKI KETANGKEP BASAH…!!
 
 #BREAKING_NEWS ; Acara PKI Di Klender Jakarta Timur Di Bubarkan Oleh TNI, FPI, FBR dan Bang JAPAR…!!!
 
 .",268994.png
2255,525523,1,2020-04-29 00:00:00,"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19","MANTAP Siap kembalikan dana Bank Century 6,7’T untuk bantu Covid 19,",525523.png
2863,678560,0,2017-10-16 00:00:00,Formulir Pelaporan Kelahiran WNI Tanpa Kolom Agama Beredar di Media Sosial,Hebat ah… Formulir pelaporan kelahiran sudah tidak menggunakan kolom Agama,678560.jpg
1682,384304,1,2017-01-18 00:00:00,: Rombongan Harley Davidson Indonesia Palembang - Sumsel Ingin Habisi GMBI,"Belum lama ini, beredar foto komunitas Harley Davidson Indonesia disertai caption yang akan berujung tindakan anarkis terhadap LSM Gerakan masayarakat bawah indonesia (GMBI). terlihat dalam foto tersebut terparkir sejumlah motor gede yang ingin menyebrang dari pelabuhan",384304.jpg
3170,748521,1,2019-07-19 00:00:00,"Kisah Nyata Arif, Anak Berusia 8 Tahun, Narapidana Cerdas Yang Membunuh Preman dan Kabur dari Lapas Sebanyak Tiga Kali","[MENGHARUKAN]
NAMANYA ARIF, STATUS NARAPIDANA CILIK
Terus terang, meski sudah beberapa kali mengadakan penelitian Kriminal di LP, pengalaman kali ini adalah pengalaman pertama saya ngobrol langsung dengan seseorang yang didakwa kasus pembunuhan berencana.",748521.png
4099,963517,0,23-Agu-18,BMKG: Informasi LIPI soal Gempa Jawa Dipelintir,"Lempeng Jawa Terus Bergerak, LIPI Ingatkan Potensi Gempa",963517.jpg
2056,478189,1,2019-07-17 00:00:00,Beredar Risalah Rapat Pengangkatan Nama - nama Menteri Kabinet Kerja Jilid II dengan Lambang Garuda dan Bertuliskan Koalisi Indonesia Maju,KOALISI INDONESIA MAJU REPUBLIK INDONESIA. RISALAH PENGANGKATAN MENTERI PEMBANTU PRESIDEN DALAM KABINET KERJA JILID II PERIODE 2019 – 2024.,478189.png
3062,723802,1,2019-08-22 00:00:00,Lari Menggunakan Jaket Akan Lebih Cepat Kurus,Dapat nasehat dari kawan lama. Kawan paskibraka enrekang sesama pasukan inti dulu. Skrg beliau menjadi tentara berpangkat perwira. Ngasih masukan biar cepat kurus : Lari pake jaket dan celana panjang jam 12 siang pada saat terik matahari.,723802.jpg
1183,276350,1,2018-03-08 00:00:00,Guys! Tolong Jangan Beli Cokelat Snickers |  Guys! Please Dont Buy Snickers Chocolate Bar,"Guys! Tolong jangan beli cokelat Snicker, karena negara lain membuang dan membakar ratusan Snickers karena terkontaminasi (membahayakan kesehatan yang memakan cokelat tersebut).. Jadi untuk orang tua awasi makanan anak-anak kita, Berikan saja mereka makanan sehat untuk bekal sehingga mereka aman.. Tolong. Bagikan!”",276350.png
3108,734688,1,2018-05-18 00:00:00,PEMANGGILAN INTERVIEW DI PT HOKINDA CITRALESTARI,"Sehubungan dengan rekruitmen calon karyawan pada perusahaan PT Hokinda Citralestari untuk wilayah kerja meliputi Region Jawa, Region Sumatra, Region Kalimantan dan Bagian Indonesia Timur ang di laksanakan di Departement of Human Resourcer Development PT Hokinda Citralestari, yang bertujuan untuk menentukan individu yang tepat dan berkualitas sesuai dengan tuntutan dan tantangan dari setiap posisi yang kami tawarkan guna mendukung keberhasilan dan keberlanjutan dari kegiatan operasi PT Hokinda Citralestari di setiap wilayah kerja di Indonesia.",734688.png
452,103156,0,2018-09-21 00:00:00,Indomaret Klarifikasi Tayangan TV Jokowi Yang di Protes Kader Partai Demokrat,"Saya secara pribadi akan memboikot Indomaret, tidak akan belanja dijaringan Indomaret krn iklan ini. Yang mau ikut boikot, silahkan. Masih ada minimarket yg lain.",103156.jpg
3723,875844,1,2017-01-09 00:00:00,Foto Ronaldo Turun Dari Pesawat Saat Tiba Di Aleppo,Kedatangan ronaldo kesana untuk menjenguk anak2 yang terkena bom.oleh tentara rezim bashad al assad.ronaldo tidak takut datang walaupun perang tengah melanda kota tersebut.,875844.png
2301,539309,1,2017-10-13 00:00:00,"Kerusuhan di Puncak, Bogor","Kerusuhan di Puncak, Bogor",539309.jpg
1327,308205,0,16-Agu-18,KPK Bantah Terima Tiket Gratis Asian Games dari Erick Tohir,"Wakil Ketua Komisi Pemberantasan Korupsi (KPK), Saut Situmorang membantah institusinya menerima tiket gratis Asian Games 2018 dari Ketua Indonesia Asian Games 2018 Organizing Committee (INASGOC), Erick Thohir.",308205.png
2944,697955,0,2020-03-21 00:00:00,Update status WNA yang Meninggal di Atas Motor Positif COVID-19,"Warga negara asing (WNA) yang meninggal di atas motor di Jalan Imam Bojol, Denpasar, Bali, ternyata positif terjangkit virus Corona atau COVID-19.",697955.jpg
2049,476247,1,2020-05-08 00:00:00,Terjadi Penyekapan di Apotek Pancasan Kota Bogor,PERAMPOKAN di pancasan Bogor Selatan yang Menyandera korbannya.,476247.png
880,202851,0,2018-01-29 00:00:00,Bahaya Buah Durian Mengandung Kolesterol Tinggi,Bahaya Buah Durian Mengandung Kolesterol Tinggi,202851.jpg
3643,855478,1,2019-04-25 00:00:00,PEMUNGUTAN SUARA ULANG DI BANJARSARI SOLO,"PENGUMUMAN

PELAKSANAAN PEMUNGUTAN SUARA

Hari/tgl : Rabu, 26 April 2019

Waktu : 07.00 – 13.00

Lokasi : TPS 14 di Rumah Bp.Y.Legimin",855478.jpg
4166,984284,1,2020-04-28 00:00:00,Italia Meminta Dibacakan Al-Quran Dan Doa Untuk Melawan Wabah Corona,Di tengah wabah dunia ini ada hikmah di Italia. Dimana pemerintah Italia meminta pembacaan ayat-ayat Al-Quran dan do’a untuk melawan wabah corona.,984284.jpg
623,143971,0,09-Okt-18,KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,Pengecekan daftar pemilih,143971.jpg
2393,559935,1,2019-08-26 00:00:00,Sudah Tidak Ada Lagi Dendeng Babi di Aceh Besar,"Kebetulan anggota saya, yakni Kapolsek Krueng Raya, Iptu Ading S, beserta Muspika Mesjid Raya langsung turun ke lokasi begitu menapat informasi itu melalui media sosial. Mereka sudah melakukan pengecekan langsung ke desa setempat yang beredar di dalam media sosial itu. Ternyata sudah tidak ada lagi di sana",559935.png
4048,952603,1,2019-12-05 00:00:00,Viral Mendunia Dua Bocah Afrika Dihukum dan Dipaksa Bernyanyi Lagu Kebangsaan China,"Viral mendunia…Mau anak cucu kita kek gini ??Kedua bocah Afrika ini sedang dihukum dan dipaksa untuk bernyanyi lagu kebangsaan China. 😟😠 Negeri-negeri di Afrika yg telah terjebak utang proyek infrastruktur China, kini telah resmi dijajah China.",952603.jpg
1787,407128,1,2018-04-27 00:00:00,PKS Memasang Spanduk di Depok yang Bertuliskan #2019 Membawa Misi Merubah Negara Demokrasi Menjadi Sistem Khilafah Islamiyah,"“Sudah saya perintah untuk dicopot. Saya pastikan spanduk tersebut bukan produk PKS,” kata Ketua Fraksi PKS Dewan Perwakilan Rakyat Daerah Kota Depok Suparyono, Jumat (27/4).",407128.png
262,59352,1,2020-01-27 00:00:00,Air Rebusan Bawang Putih Menyembuhkan Virus Corona,"Ini bawang puti yg besar ambil 8 biji, dikupas kulitnya ditaruh mangkok di tuang 7 gelas air mendidih selama 3 menit setelah itu di minum langsung 2 gelas ,ternyata pasien yg kena Virus Corona sembuh di hari kedua/setelah malam minum air bawang putih ini!!!!!",59352.png
1634,372572,1,2019-02-16 00:00:00,Video Habib Rizieq Joged Bersama Penari Perut.,Pantes aja dia ga mao pulang2,372572.png
3369,793155,1,2017-11-07 00:00:00,TNI Akan Kawal Uztaz Bachtiar Nasir & Ketua FPI,"TNI Akan Kawal Uztaz Bachtiar Nasir & Ketua FPI

",793155.png
1438,333564,0,2017-05-24 00:00:00,Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf,"Alhamdulillah..hasil pertemuan kepala suku Dayak se-kalimantan termasuk Sarawak,Sabah dan Brunei memutuskan bhw kericuhan di Pontianak bukan urusan suku Dayak..umat Islam adalah saudara mereka…pantang memusuhi umat Islam..atas perintah panglima Dayak ..mereka menuntut gubernur Cornelius Kalbar utk meminta maaf secara terbuka dan turun dari jabatan gubernur..meminta kpd aparat penegak hukum utk mengusut penistaan agama tsb..jika tdk..maka HUKUM ADAT akan diberlakukan di Pontianak thdp Cornelius dan pengikutnya..demikian hasil rapat pemuka adat suku Dayak se-kalimantan",333564.jpg
2198,513587,0,2018-05-04 00:00:00,GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,"Muncul isu Gunung Gonggang, yang berada di antara Kecamatan Sagaranten dan Purabaya, disebut akan meletus. Isu tersebut merebak di kalangan masyarakat, khususnya di wilayah Kecamatan Sagaranten dan Purabaya. Badan Meterorologi Klimatologi dan Geofisika (BMKG) memastikan isu tersebut hoax atau berita bohong.",513587.png
1969,459936,1,2020-05-02 00:00:00,Penangkapan Maling Berkepala Anjing di Klaten,"Untuk rekan-rekan yang sedang berjaga harap berhati-hati. Sekadar info lokasi Klaten Cawas maling berhasil ditangkap, namun dengan kondisi kepala sudah berubah menjadi kepala anjing, harap berhati-hati dan jangan lupa berdoa agar kita terselamatkan dari hal-hal yang buruk, amin",459936.jpg
2520,587222,1,2018-05-19 00:00:00,Sofyan Tsauri Brimob Pencetak Teroris,"*SOFYAN TSAURI*
 *BRIMOB PENCETAK TERORIS*
 [...]
 Melalui persidangan panjang akhirnya Ust ABB divonis 18 tahun penjara, sedangkan Sufyan Tsauri ” *Sang Gembong Pencetak Teroris* ” hanya beberapa tahun via sidang santai & kini sudah bebas bahkan tampil bersama Kapolri dalam acara ILC TV One pada tanggal 15 Mei 2018.",587222.png
1802,410474,1,2020-06-01 00:00:00,Video Nih PKI.NYA jokowi,Jokowi jokowi jokowi cobong cebong cebong Nih PKI.NYA jokowi cebong,410474.png
640,149311,1,2020-02-26 00:00:00,"Bendung Walahar Mau Meluap, Jati Luhur Mau Penuh","Bendung walahar air nya mau meluap.
 
 yg di Karawang siap siap
 
 Sekarang mau di buka
 
 infonya jati luhur udah mau penuh. udah gk menampung.
 
 walahar dapat kiriman air dari bandung infonya
 
 Mohon hati2 siaga,skitar karawang,,info dari BPBD karawang.
 
 7 pintu air d curug sudah d buka karena air sudah meluap d skiratan purwakarta.. karawang siap siaga",149311.jpg
4224,998936,1,2016-12-03 00:00:00,Aksi Kita Indonesia Tandingan dari Aksi Bela Islam 212,Aksi Kita Indonesia Tandingan dari Aksi Bela Islam 212,998936.jpg
2385,558455,1,2020-04-10 00:00:00,Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah,Penampakan bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah…dan sepucuk surat dari Anies Baswedan untuk warga yg dicintainya..ingat ya ini bantuan dari pemda DKI bukan dari yg lain.. Barakallah Goodbener Noted : Bantuan dibagikan setiap Minggu https://m.detik.com/news/berita/d-4971973/anies-jamin-125-juta-keluarga-di-dki-terima-bantuan-tiap-minggu-selama-psbb,558455.png
2598,606464,1,2020-08-03 00:00:00,Foto Harun Masiku Tanpa Alis,Akhirnya… Harun Masiku ditemukan tanpa alis…,606464.jpg
4115,966408,1,2016-06-26 00:00:00,Tentara Myanmar Paksa Orang Etnis Rohingya Untuk Makan Saat Sedang Berpuasa di Bulan Ramadan,Tentara Myanmar Paksa Orang Etnis Rohingya Untuk Makan Saat Sedang Berpuasa di Bulan Ramadan,966408.jpg
1959,457503,1,2017-09-22 00:00:00,Merk Pakaian GAP Merupakan Singkatan dari Gay And Proud,"Perhatian…!!!
 
 Seorang Remaja Muslim berketurunan arab di Canada mengenakan t-shirt/kaos dan topi bernama (GAP), sementara rekan sebayanya yang penduduk asli Canada memperhatikannya…
 
 Kemudian pemuda Canada kulit putih itu bertanya kepada rekan muslim arabnya: Anda tahu apa artinya GAP…???
 
 ...",457503.jpg
2976,705038,1,2020-07-11 00:00:00,two suns called Hunters Moon,The Miracle has happened yesterday . USA and CANADA saw two suns. This is called as Hunters Moon.. Due to change of orbit the sun sets and moon rises at the ame time with both being opposite to each other at a particular angle or degree moon reflects the sun so bright that it almost feels like another sun. Effects stays for couple of days,705038.png
488,112456,1,2018-03-19 00:00:00,Permen Mengandung Narkoba Kasus Siswa SD Solok,"Kepala BBPOM Padang, Martin Suhendrik menjelaskan pihaknya langsung menurunkan tim untuk mengambil sampel permen yang disebut mengandung narkoba. “Kami mendapat info terkait kasus tersebut Jumat lalu dari pihak kepolisian. Hari itu juga saya perintahkan tim turun. Hasil dari uji labor permen dimaksud negatif dari unsur narkoba,” terang Martin.",112456.jpg
1843,423530,0,2018-04-26 00:00:00,Disinformasi CSR PT Telkom untuk Gereja dan Masjid,"… membandingkan dua kasus, yang itu pun berasal dari dua lokasi yang berjauhan dan dari periode tahun yang berbeda, kurang tepat. Apalagi untuk menjadi kesimpulan untuk menilai kebijakan CSR PT Telkom.",423530.png
1734,397795,0,2018-10-28 00:00:00,Klarifikasi Dahnil Anzar Terkait E-mail Skenario Coklat1,"Iya itu fitnah dan hoaks. Namanya itu kill the messenger, berusaha membunuh nama baik saya dan kemudian yang jelas itu hoaks, fitnah. Yang jelas saya minta polisi menangkap",397795.png
2911,689792,1,2020-03-19 00:00:00,Novel Terbitan 1981 Ini Sudah Prediksi Kemunculan Corona di Wuhan,"Sebuah karya sastra novel, sudah memprediksi adanya serangan virus corona di Wuhan pada 2020. Novel itu berjudul “The Eyes of Darkness”. Ditulis Dean Koontz.
 Novel yang diterbitkan pada 1981 itu, juga pernah diterbitkan The New York Times. Penulisnya, termasuk penulis best seller. Pada halaman 181 novel itu, sudah disebutkan tentang kemunculan senuah virus dari Wuhan. Dalam novel itu, virus tersebut tidak dinamakan corona. Melainkan Wuhan-400. Dibuat ilmuwan China bernama Li Chen.",689792.png
3219,760373,0,2017-11-10 00:00:00,Bayern Munchen Buka Masjid Baru Usulan Franck Ribery di Stadion Allianz,"Klub Bundesliga, Bayern Muenchen, kabarnya telah membuka masjid baru di kompleks Stadion Allianz Arena, Munich, Jerman.",760373.jpg
146,33205,1,2020-07-19 00:00:00,Media Tidak Menyiarkan Demo RUU HIP,Masih kah percaya dengan TV…tidak ada satupunmedia TV menyiarkan Demo tolak UU HIP…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..ISU COVID 19. Hanya pengalihan…ini bentuk pembodohan SDM..,33205.jpg
1534,352539,1,2020-08-01 00:00:00,"Nih yang bikin Covid, si jagoan Wall Street ","Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation). Dia punya mesin cetak duit buat endorse RS, farmasi, medis & media. Cara kerja David adalah Infiltrasi kepada PBB, WHO & Bank Dunia.",352539.png
1986,463969,1,2018-07-28 00:00:00,Lowongan Rumah Sakit Universitas Indonesia,RUMAH SAKIT UNIVERSITAS INDONESIA,463969.jpg
1369,317863,1,2017-11-29 00:00:00,Akun Twitter Palsu Fahri Hamzah,"Siapa yang harus kita tertawakan?
Seseorang yg integritasnya diragukan tapi dipilih menjadi pejabat, atau masyarakat lugu yg mudah digiring dan dibodohi untuk memilih pemimpin?
Entahlah, ternyata, di Indonesia masih banyak para badut yg ingin berkuasa hanya untuk merampok. Dan para badut itu tau, seberapa banyak orang bodoh yg bisa dikuasainya.",317863.png
2450,572362,1,2017-04-30 00:00:00,Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,"Tertipu Hutang Karangan Bunga Untuk Ahok 1,3 MIliar : Pemilik Lucky FLorist, Feriyanto (32) Mengaku Kecewa karangan bunga yang dipesan tapi belum dibayar lunas, dia menegaskan akan menempuh jalur hukum tim Ahok yang ditagih hutang malah mengancam keluarganya.",572362.jpg
4181,987201,1,2019-01-15 00:00:00,Terdapat Logo UNS pada Flyer Undangan Alumni UNS Mendukung Jokowi - Maruf,"“UNS, Universitas Negeri Sebelas Maret,” terulis di flyer palsu undangan alumni UNS mendukung Jokowi – Ma’ruf yang disertai logo UNS.",987201.png
3002,710377,0,2018-04-07 00:00:00,Berita Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu yang Diturunkan,"WADUH! Berita Menohok Liputan6 “Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu”, Langsung DI DELETE",710377.png
2811,667953,0,2018-12-03 00:00:00,Penjelasan Polresta Surabaya dan Ketua Front Mahasiswa Nasional  Surabaya Terkait Informasi 2 Mahasiswa Non-Papua yang Hilang Pasca Penggerebekan,"Dua kawan kami, Arifin (@soloberlawan_) dan Fachri (FMN) hilang setelah penggrebekan dan penangkapan yang dilakukan oleh aparat kepolisian Surabaya di asrama Papua Surabaya.
Saat penangkapan di Asrama Mahasiswa Papua semalam, 2 orang non-Papua atas nama Fahri & Arifin bersolidaritas dikabarkan HILANG. Seorang saksi mengatakan saat polisi datang, mereka diseret dan dipisahkan dari barisan mahasiswa Papua, serta tak ada kabar hingga saat ini.
#PembebasanNasional",667953.png
659,152604,1,10-Agu-18,Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les,"“Hari ini saya berkunjung ke sebuah rumah sakit, membezuk anak teman saya yang sedang sakit. Teman saya ini seorang wanita karir lulusan S2 dari sebuah universitas ternama…”",152604.png
1794,408544,0,2017-04-23 00:00:00,Video Jokowi Diolok-Olok Di Arab Saudi,Video Jokowi Diolok-Olok Di Arab Saudi,408544.jpg
3420,804685,1,2020-02-20 00:00:00,Foto Bayi platipus,"Bayi platipus, mamalia semi-akuatik yang banyak ditemui di bagian timur benua Australia.
 Walaupun berkembangbiak dengan cara bertelur, platipus tetap tergolong kelas mammalia karena ia menyusui anaknya.
 Platipus juga sering dikenal dengan nama duck-billed Platypus atau Platypus berparuh bebek disebabkan bentuk paruhnya yang menyerupai bebek.",804685.png
2511,585038,1,2019-05-11 00:00:00,atas nama: DHEVA SUPRAYOGA,Sabar aja. Nanti juga bakal ketemu. Ada juga yang bilang pria dalam video tersebut atas nama: DHEVA SUPRAYOGA,585038.png
3397,799616,1,2018-09-02 00:00:00,REZIM KODOK ini benar2 anti islam,Pelarangan sholat di sekolah dan pelarangan pemakaian baju sekolah muslim ke sekolah..,799616.jpg
186,41551,1,2020-07-06 00:00:00,WNA Diangkat Menjadi Direksi di BUMN,INFO BUMN Warga Negara Australia bernama Antonius Reiner Haryanto diangkat menjadi Direktur Transformasi Bisnis Holding Rumah Sakit BUMN Pertamedika. Ini pertama kalinya Warga Negara Asing menjadi Direksi di BUMN Indonesia. Mohon bantu sebarkan info ini. #TolakWnaJadiDireksiBumn,41551.jpg
1147,267170,1,28-Agu-18,Y2K38 Komputer tidak akan bisa membedakan antara waktu nyata dengan data yang tercatat,"Kini, para ilmuwan menemukan permasalahan yang nyaris sama dengan Y2K. Kiamat komputer diprediksi akan terjadi pada 19 Januari 2038 pada 03:14:-7 UTC. Karena ini merupakan angka maksimum yang bisa dicatat oleh sistem yang masih menggunakan 32 bit.",267170.jpg
3272,771155,1,2020-05-08 00:00:00,Video Anak kucing di injak Kajadian di Slangor Malaysia,Sungguh biadab apa yang kamu lakukan….. Kajadian di Slangor Malaysia,771155.png
608,140419,1,2020-05-05 00:00:00,Akibat salah pergaulan Koalisi antara ayam dan doro,Akibat salah pergaulan.. Koalisi antara kaum ayam dan kaum doro…,140419.png
