,ID,tanggal,judul,narasi,nama file gambar,true_judul,label
202,431494,2018-06-07 0:00:00,Sebuah Akun Facebook Minta Donasi Untuk Anak Penderita Kanker Tulang,"Bpk presiden RI tolong anak kakak saya, mengidap kanker tulang. Tak 
punya biaya untuk operasi, yang setiap hari menahan sakit dan menangis… 
sebelumnya kami sudah menghabiskan banyak biaya untuk berobat kesana 
kemari, tak kunjung da hasil, dokter katakan harus ambil tindakan bedah 
pada paha kanan nya…TOLONG lah kami orang susah ini pakk

karena kami orang susah pihak rumah sakit seperti tidak mau melayani 
kami. Tolong pak tolong kami.. kasihan pak.. kadang malam pahanya 
seperti di gerogoti didalam, sampai menggigil menahan sakit pak..",431494.jpg,[SALAH] Sebuah Akun Facebook Minta Donasi Untuk Anak Penderita Kanker Tulang,1
203,431868,2018-04-02 0:00:00,Jajak Pendapat Google Joko Widodo Dianggap Layak Memimpin untuk Dua Periode,"Joko Widodo Dianggap Layak Memimpin untuk Dua Periode, Anda Setuju atau Tidak? Isi Polling Cepatnya di Sini
 
 Dukungan kepada Presiden Joko Widodo untuk kembali memimpin Indonesia 2019-2024 semakin menguat. Ketua Dewan Pertimbangan Presiden, Sri Adiningsih mengatakan, alasan mengapa Presiden Joko Widodo (Jokowi) harus lanjut ke periode dua. Sebab, masih banyak pekerjaan yang harus dikerjakan Jokowi. Seperti menjaga stabilitas ekonomi dan menurunkan angka pengangguran.[...]",431868.png,[SALAH] Jajak Pendapat Google “Joko Widodo Dianggap Layak Memimpin untuk Dua Periode”,1
204,433707,2016-11-29 0:00:00,Nusron Wahid Siap Diludahi Jika Peserta Aksi 212 Lebih dari 1000 Orang,Nusron Wahid: “kalau Peserta Aksi 212 Lebih dari Seribu Orang Ludahi Muka Saya,433707.jpg,[HOAX] Nusron Wahid Siap Diludahi Jika Peserta Aksi 212 Lebih dari 1000 Orang,1
205,434161,2015-09-08 0:00:00,Mata Uang Rupiah Terpuruk,"Hari ini, Rabu (23/09/2015), nilai tukar rupiah terpuruk hingga sempat melewati Rp 14.700 per dolar AS.",434161.jpg,(HOAX) Mata Uang Rupiah Terpuruk,1
206,435664,2020-04-02 0:00:00,"Pemerintah Stop Layanan KRL, MRT, LRT, dan Transjakarta di Jabodetabek Mulai 2 April 2020","NEWS UPDATE Pemerintah Stop Layanan KRL,MRT,LRT,Transjakarta Hingga tutup Terminal di jabodetabek Mulai 2 April 2020 Sumber : IG Depok24jam",435664.jpg,"[SALAH] Pemerintah Stop Layanan KRL, MRT, LRT, dan Transjakarta di Jabodetabek Mulai 2 April 2020",1
207,436549,2019-11-29 0:00:00,Selamat Mba Puput atas lahirnya putra pertama Mba Puput dan Putra Ke 5 nya BTP,"Kado terindah buat Ahok…
 Saat ini Ahok sedang menuai kebahagiaan yang tanpa batasan yg tidak bisa diungkapkan dengan kata-kata…
 Bahkan kita sebagai pendukungnya puunn turut serta merasakan kebahagiannnya
 Alhamdulilaahh akhirnya Junior Alarm Ahok sudah hadir di Indonesia
 Selamat yah Kooh, Mba Puput atas lahirnya putra pertama Mba Puput dan Putra Ke 5 nya BTP…",436549.png,[SALAH] “Selamat Mba Puput atas lahirnya putra pertama Mba Puput dan Putra Ke 5 nya BTP”,1
208,441343,2017-04-09 0:00:00,Soda Kue Dicampur Madu Dapat Menyembuhkan Kanker,SODA KUE + MADU = KANKER LENYAP,441343.jpg,[HOAX] Soda Kue Dicampur Madu Dapat Menyembuhkan Kanker,1
209,442762,2020-07-23 0:00:00,Foto Mobil Esemka Berbahan Dasar Kayu,"Grup ini aku tinggalin dlu, mau pokus pilkada disolo,",442762.jpg,[SALAH] Foto Mobil Esemka Berbahan Dasar Kayu,1
210,450588,2020-08-21 0:00:00,"Suara Sumbang Korona, Haruskah Dipenjara?","Suara Sumbang Korona haruskah dipenjara ? Kompas TV: Rosi | Live, 20 Agustus @ 20:00 WIB. Simak di:",450588.jpg,"[BERITA] “Suara Sumbang Korona, Haruskah Dipenjara?”",0
211,451081,2020-07-11 0:00:00,Video Doa Imam Besar Masjidil Haram Mekah Assyeikh Sudais terhadap Musibah Virus Corona,Doa Assyeikh sudais imam besar masjidil haram mekah terhadap musibah virus corona yang melanda umat saat ini mari kita Aamiin kan Doa bersama… sebarkan,451081.jpg,[SALAH] Video Doa Imam Besar Masjidil Haram Mekah Assyeikh Sudais terhadap Musibah Virus Corona,1
212,459407,2020-06-27 0:00:00,"MPR dan KPU Sepakat Jokowi Lanjut Sampai 2027? Bagaimana Rakyat, Akan Diam Saja?","Jangan dikira ini tidak serius… kalau rakyat cuma diam saja membiarkan, rencana mereka akan terwujud. Bisa saja seperti RUU HIP. Kalau tidak ada yang teriak, bakal mulus disahkan dan jadi UU. Soal jabatan presiden juga seperti itu. Jokowi sudah memasuki 2 periode. Dan tidak bisa lagi mencalonkan untuk periode berikutnya. Mau tidak mau, suka tidak suka, Jokowi selesai tahun 2024. Itu seharusnya, kalau sesuai dengan konstitusi. Tapi apapun bisa terjadi. Bisa diakali. Bisa diutak utik. Dan ini tidak main-main. Sudah 2 lembaga yang melontarkannya: KPU dan MPR.",459407.png,"[SALAH] “MPR dan KPU Sepakat Jokowi Lanjut Sampai 2027? Bagaimana Rakyat, Akan Diam Saja?”",1
213,460151,2020-04-10 0:00:00,"Tadi Malem di Amerika Serikat, Sholat Magrib berjamaah di Mesjid sampai Tumpah Ruah di Jalan Raya","SITUASI & KONDISI ( Sikon) Tadi Malem di Amerika Serikat . …Saat Tiba Masuk Sholat Magrib Masyarakat Kaum Muslim berbondong bondong Menunaikan Sholat berjama”ah di Mesjid sampai Tumpah Ruah di Jalan Raya . Sehubungan dengan Adanya Covid 19 , Pemerintah Setempat Memberi Kesempatan Ummat Islam beribadah Secara Terbuka & di boleh kan Suara Volume Mesdjid di besar kan . Tumben… Sebelum Covid 19 datang di Amerika , Suara Volume Mesjid tidak di bolehkan Keluar",460151.png,"[SALAH] “Tadi Malem di Amerika Serikat, Sholat Magrib berjamaah di Mesjid sampai Tumpah Ruah di Jalan Raya”",1
214,472486,2018-05-30 0:00:00,Artis Dorce Gamalama Tidak Meninggal Dunia,"Bismilillahirrahmanirrahim. Assalamualaikum warrahmatullahita’ala wa 
 barakatuh. Untuk teman-teman infotainment, media, dan elektronika, dan 
 juga apa pun. Saya Dorce Gamalama, alhamdulillah di Ramadan (hari ke) 14
  ini saya masih diberikan kesehatan, masih hidup",472486.png,[BENAR] “Artis Dorce Gamalama Tidak Meninggal Dunia”,0
215,475271,2020-08-12 0:00:00,Presiden Israel Ancam Indonesia Akan Jadikan Indonesia Seperti Palestina,Viral!!! Presiden israel ancam indonesia,475271.jpg,[SALAH] Presiden Israel Ancam Indonesia Akan Jadikan Indonesia Seperti Palestina,1
216,477542,2019-11-23 0:00:00,BOS SAMSUNG BUKA KEDOK EKONOMI INDONESIA MACET TOTAL DIBAWAH JKW,BOS SAMSUNG BUKA KEDOK JKW EKONOMI RI MAKIN TERPURUK,477542.png,[SALAH] BOS SAMSUNG BUKA KEDOK EKONOMI INDONESIA MACET TOTAL DIBAWAH JKW,1
217,481012,2018-04-04 0:00:00,Info Pemutihan Surat Izin Mengemudi Pada 2-7 April 2018,"Ada Pemutihan SIM Yang Sudah Mati Untuk Gol A,B, dan C, Di Polwil, Berlaku Mulai Tanggal 27 Desember s/d 6 Januari 2018, Tolong Di Bantu Share Ya, Agar Yang Memiliki SIM Mati Bisa Di Perbarui Tanpa Menggulang Tes Lagi, Berlaku Seluruh Indonesia.",481012.jpg,[SALAH] Info Pemutihan Surat Izin Mengemudi Pada 2-7 April 2018,1
218,483211,2015-12-06 0:00:00,Tulisan Coca-Cola Menghina Nabi Muhammad,"Gambar grafis pada logo Coca-Cola menunjukkan bahwa jika dibalik maka akan menunjukkan bahasa arab yaitu “LA MOHAMMAD, LA MECCA”. Yang berarti NO MUHAMMAD NO MAKKAH.",483211.jpg,(HOAX) Tulisan Coca-Cola Menghina Nabi Muhammad,1
219,487521,2019-01-09 0:00:00,Postingan Akun Facebook Lambe Turah yang Sebut Pelaku Pembunuhan Siswi SMK Sudah Ditangkap,"Alhamdulillah pelaku pembunuhan siswi SMK di bogor sudah ketemu
Ternyata motifnya adalah cemburu",487521.png,[SALAH] Postingan Akun Facebook Lambe Turah yang Sebut Pelaku Pembunuhan Siswi SMK Sudah Ditangkap,1
220,490267,2017-09-22 0:00:00,Penilaian Mengejutkan Agen CIA Tentang Jokowi,"AGENT CIA [STEVEN O’BRIEN] :
 JOKOWI BERMUKA DUA...",490267.png,[DISINFORMASI] Penilaian Mengejutkan Agen CIA Tentang Jokowi,1
221,492055,2020-07-10 0:00:00,Xi Jinping Berterimakasih Karena Terpilihnya Jokowi Menjadi Presiden Kurangi Pengangguran di China,Saya ucapkan terimakasih buat para pendukung jokowi. Karena dengan terpilihnya jokowi menjadi presiden maka pengangguran di Cina menjadi berkurang,492055.png,[SALAH] Xi Jinping Berterimakasih Karena Terpilihnya Jokowi Menjadi Presiden Kurangi Pengangguran di China,1
222,494615,2019-07-11 0:00:00,Krupuk Babi Ber Label Halal,Tugas wapres apasih….,494615.jpg,[SALAH] Krupuk Babi Ber Label Halal,1
223,499338,2016-11-04 0:00:00,Foto Perempuan Berjilbab Dalam Aksi Bela Islam Yang Membawa Poster Ahok Lawan,Foto Perempuan Berjilbab Dalam Aksi Bela Islam Yang Membawa Poster ‘Ahok Lawan’,499338.jpg,[HOAX] Foto Perempuan Berjilbab Dalam Aksi Bela Islam Yang Membawa Poster ‘Ahok Lawan’,1
224,502683,2019-07-31 0:00:00,Pengurus IMI bantah ada korban jiwa di kecelakaan Reli Mobil APRC 2019,Jadi informasi adanya masyarakat yang mengalami cedera dari insiden kecelakaan dari beberapa sumber yang dapat dipercaya tersebut dinyatakan hoax,502683.png,[KLARIFIKASI] Pengurus IMI bantah ada korban jiwa di kecelakaan Reli Mobil APRC 2019,1
225,502803,2019-07-12 0:00:00,Jokowi: Insentif Kartu Pra Kerja Bukan Berarti Gaji untuk Pengangguran,"Ketipu lagi, gak jdi dpt gaji si cebong…",502803.png,[KLARIFIKASI] Jokowi: Insentif Kartu Pra Kerja Bukan Berarti Gaji untuk Pengangguran,1
226,507483,2016-11-20 0:00:00,Foto Biksu Burma Membakar Anak-Anak,"Saya ga bisa berkata kata melihat foto ini.
 Biksu??
 #burma
 #saverohingya",507483.jpg,(HOAX) Foto Biksu Burma Membakar Anak-Anak,1
227,508611,2020-06-22 0:00:00,Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,"WORO – WORO Assalamu’alaikum Wr…Wb… Mohon Ijin Kepada Semua Masyarakat Bahwa : Mulai Senin besok tgl 22 Juni 2020. Pemda Kendal Akan Melaksanakan Razia Pemakaian Masker ( Dlm Rangka Melaksanakan Protokol Kesehatan ) Bagi Pengguna jln Raya Dalam SKALA KECAMATAN, Dan Bagi Pelanggar Akan Di kenakan Sangsi Sosial :",508611.jpg,[SALAH] Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,1
228,509709,2020-03-04 0:00:00,Dr Tompi jg pesen 20.000 box bu,Dr Tompi jg pesen 20.000 box bu,509709.jpg,[SALAH] “Dr Tompi jg pesen 20.000 box bu”,1
229,515953,2016-01-20 0:00:00,Penerimaan Mahasiswa UI Lewat Jalur MTQ Talent,"Assalamu’alaikum
 ada yg punya anak, adik, ponakan, saudara kelas 3 SMA yg hafidz 20 atau 30 juz yg mau masuk UI?
 UI Qur’an Center lagi nyari calon mahasiswa yg bisa direkomendasikan ke Rektor masuk jalur khusus MTQ talent.
 Kalo ada silakan hubungi Sdri. Haifa di +6285692210459.
 Terima kasih",515953.jpg,[HOAX] Penerimaan Mahasiswa UI Lewat Jalur MTQ Talent,1
230,517954,2020-02-24 0:00:00,"Tingkat Sulfur Dioksida tinggi di Kota Wuhan tanda kremasi massal korban coronavirus, indikasi ada lebih dari 50.000 korban jiwa dibakar","Sebuah foto satelit terbaru menunjukkan tingkat sulfur dioksida yang tinggi di sekitar Kota Wuhan, Cina. Sulfur dioksida (SO2) adalah sebuah gas yang dilepaskan ketika bahan organik, seperti tubuh manusia, dibakar. hal ini bisa menjadi pertanda terdapat kremasi massal korban dari coronavirus di sana dan mengindikasikan ada lebih 50.000 korban jiwa yang dibakar, jauh lebih tinggi seperti yang dilaporkan yakni 1.350 korban jiwa.",517954.png,"[SALAH] “Tingkat Sulfur Dioksida tinggi di Kota Wuhan tanda kremasi massal korban coronavirus, indikasi ada lebih dari 50.000 korban jiwa dibakar”",1
231,518920,2019-09-02 0:00:00,"PLN Bantah Lakukan Pemadaman Listrik di Wilayah Makassar, Halim, Kramat Jati pada Minggu dan Senin, 1 dan 2 September 2019","Mohon maaf atas ketidaknyamanannya Bapak Maryanto. Terkait informasi pemadaman pada surat pemberitahuan yang Bapak kirimkan tidak benar dan PLN tidak pernah bekerjasama dengan pihak manapun untuk menyewakan genset. Tks -Dini,” cuit akun Twitter PT PLN (Persero) atau @pln_123,",518920.png,"[KLARIFIKASI] PLN Bantah Lakukan Pemadaman Listrik di Wilayah Makassar, Halim, Kramat Jati pada Minggu dan Senin, 1 dan 2 September 2019",1
232,522074,2018-03-16 0:00:00,BAHAYA MAKANAN ANAK KINDER JOY BISA SEBABKAN KANKER,Stop makan KinderJoy,522074.jpg,[SALAH] BAHAYA MAKANAN ANAK KINDER JOY BISA SEBABKAN KANKER,1
233,523754,2016-12-13 0:00:00,Penangkapan Tersangka Teroris & Temuan Bom di Bekasi adalah Usaha Pengalihan isu.,Penangkapan Tersangka Teroris & Temuan Bom di Bekasi adalah Usaha Pengalihan isu,523754.jpg,"[DISINFORMASI, HASUT] Penangkapan Tersangka Teroris & Temuan Bom di Bekasi adalah Usaha Pengalihan isu.",1
234,524188,2015-11-29 0:00:00,Foto Prajurit Militer Perancis Memanggang Seorang Bocah Mali,"Pasukan anti teror Perancis sedang memanggang anak Mali – sebuah negeri muslim di Afrika – , jadi siapa yang menjadi teroris sejati??",524188.png,[HOAX] Foto Prajurit Militer Perancis Memanggang Seorang Bocah Mali,1
235,527249,2019-08-02 0:00:00,Air Surut 15 Meter di Pelabuhan Banten,Air laut mulai surut +- 15 meter Tetap waspada tsunami. Mari kita doakan saudara saudara kita yang berada di dalam zona tersebut. #Banten KARO News BERITA Karo #Karoberita_______ PkP,527249.png,[SALAH] Air Surut 15 Meter di Pelabuhan Banten,1
236,529259,2018-09-05 0:00:00,Anies Baswedan Bantah Tunjuk Sudirman Said jadi Wakil Gubernur DKI Jakarta,"Tidak, saya ingin membantah yang ditulis itu. Kemarin saya sudah kirim teks langsung ke pemrednya karena yang ditulis di (salah satu media) sebagian itu fiktif,” ujar Gubernur DKI Jakarta, Anies Baswedan, Selasa (4/9)",529259.jpg,[BENAR] “Anies Baswedan Bantah Tunjuk Sudirman Said jadi Wakil Gubernur DKI Jakarta”,0
237,529379,18-Agu-18,PANDANGAN ATAS ISSUE DAGING HEWAN YANG TERKENA TBC,Bebeberapa hari ini beredar photo daging dan paru binatang yg menjadi viral di media sosial yg disebut-sebut mengandung TBC/kanker.,529379.png,[KLARIFIKASI] “PANDANGAN ATAS ISSUE DAGING HEWAN YANG TERKENA TBC”,1
238,530165,2018-04-04 0:00:00,Masih Banyak yang Baik dari Internet,Masih Banyak yang Baik dari Internet,530165.png,[EDUKASI] “Masih Banyak yang Baik dari Internet”,0
239,531089,2017-10-22 0:00:00,: Penempelan Jabatan Pada Helm Proyek Anies-Sandi,Penempelan Jabatan Pada Helm Proyek Anies-Sandi,531089.jpg,(HASUT): Penempelan Jabatan Pada Helm Proyek Anies-Sandi,1
240,533770,2020-04-24 0:00:00,Akun Instagram Peminjaman Online OJK,OTORITAS JASA KEUANGAN BUTUH DANA CEPAT MODAL USAHA 5 Jt s/d 250 Jt,533770.jpg,[SALAH] Akun Instagram Peminjaman Online OJK,1
241,533831,2020-04-16 0:00:00,Obat Virus Corona Ditemukan Hanya Berbahan Lemon dan Teh Hangat,"Itu sebabnya orang Arab dan Palestina santai saja dengan virus itu, di Palestina, semua orang minum segelas air panas dengan campuran lemon di malam hari karena telah terbukti membunuh virus.Subhanallah. Bagikan dengan keluarga dan teman, dengan cara ini kita mudah²an tidak akan terinfeksi virus",533831.jpg,[SALAH] Obat Virus Corona Ditemukan Hanya Berbahan Lemon dan Teh Hangat,1
242,534070,2020-03-24 0:00:00,Virus Corona Adalah Sejenis Jamur Atau Mould,"Corona Virus tidak lain & tidak bukan adalah sejenis JAMUR/MOULD yg sangat mudah dikembangbiakan dalam skala laboratorium, dengan temperatur/suhu tertentu.",534070.png,[SALAH] Virus Corona Adalah Sejenis “Jamur Atau Mould”,1
243,538376,2018-03-30 0:00:00,KKP Klarifikasi Soal Cacing dalam Ikan Makerel Kaleng,"“Jaringan pengikat atau daging yang menempel pada tulang lunak ikan 
ketika dipanaskan pada suhu dan tekanan tinggi akan terlepas dan 
memiliki kenampakan seperti cacing yang telah mati,” tulis keterangan 
tertulis yang dibuat Badan Riset dan Sumber Daya Manusia Kelautan dan 
Perikanan (BBRP2BKP) dalam rilis KKP yang diterima, Kamis (29/3).",538376.png,[BERITA] “KKP Klarifikasi Soal Cacing dalam Ikan Makerel Kaleng”,0
244,542090,2020-04-09 0:00:00,Perampokan di Jalan Tidar Surabaya,Barusan 3 jam yg lalu Ini gara2 yasona lauli ngelepas puluhan ribu napii.. REZIM KOPLAK….SDH MULAI ADA KEKACAUAN….APA MEMANG DISENGAJA YA,542090.png,[SALAH] Perampokan di Jalan Tidar Surabaya,1
245,543597,2017-07-10 0:00:00,Tim Olimpiade Sains Nasional Jabar Terlantar Di Riau,"Wakil Jawa Barat untuk olimpiade sains nasional di Pekanbaru diantar ke bandara pakai angkot dan uang saku 190 ribu untuk 6 hari per orang. Sekali lagi, 190 ribu UNTUK 6 hari.
 
 Nanti kalo anak-anak ini juara olimpiade sains, semua pada ribut dan nampang mukanya, mengakui ini berkat jasa mereka.
 
 Atau mungkin karena pemerintah Jawa Barat menganggap sains tidak terlalu penting. Peduli setan dengan aset bangsa.Yang penting, bangun masjid hingga 1 trilyun. Yang penting, selesaikan semua masalah cukup dengan do’a.
 
 Jangan lupa makan sosis dan minum yang ada gambar badaknyaaa… ￼￼",543597.jpg,[DISINFORMASI] Tim Olimpiade Sains Nasional Jabar Terlantar Di Riau,1
246,549963,2020-05-10 0:00:00,Ternyata Klaster penyebar Covid-19 terbanyak Indonesia adalah 10.000 lebih pendeta GBI & GPIB,"Ternyata Klaster penyebar Covid-19 terbanyak dgn jejaring terbesar di Indonesia adalah 10.000 lebih pendeta GBI & GPIB dari seluruh Indonesia yang bawa covid-19 dari Itali dan Israel. Itu laporan ke pekerja medis pemerintah, tapi kenapa itu tak diberitakan melalui media agar semua jadi waspada demi mengurangi penyebaran lebih lanjut dari kelompok terpapar? Apa terlalu dungu untuk mengerti bahwa resiko dr tak diberitakan nya 10.000 ribu lebih pendeta Kristen dari sabang sampai Merauke yg terpapar itu menjadi kan mrk jadi semacam kelompok ‘silent mass killers’? Yang di-‘blow up’ di media nasional malah kelompok Islam ‘jamaah tabligh’ yang hanya bbrp orang, diwajibkan kan semua kyai untuk di Rapid Test (semuanya terbukti negatif) dan digaungkannya perintah menutup mesjid dan larangan sholat jamaah di mesjid termasuk di daerah² yg bukan zona beresiko. Tak hanya aneh, tapi juga Ngerii…",549963.png,[SALAH] “Ternyata Klaster penyebar Covid-19 terbanyak Indonesia adalah 10.000 lebih pendeta GBI & GPIB”,1
247,550076,2020-05-02 0:00:00,Motivator Jim Rohn Sebut Jokowi adalah presiden terkelam dlm sejarah bangsa Indonesia,"Jokowi adalah presiden terkelam dlm sejarah bangsa Indonesia Jim Rohn, motivator terbaik dunia,",550076.png,[SALAH] Motivator Jim Rohn Sebut “Jokowi adalah presiden terkelam dlm sejarah bangsa Indonesia”,1
248,550557,2020-03-17 0:00:00,Christiano Ronaldo Ubah Hotelnya Jadi RS Corona,Christiano Ronaldo ubah hotelnya jadi RS Corona,550557.png,[SALAH] Christiano Ronaldo Ubah Hotelnya Jadi RS Corona,1
249,554720,2018-04-10 0:00:00,HUT ke 93 Garuda Indonesia Bagi-Bagi Tiket Gratis,Kami merayakan ulang tahun ke 93-kami dan memberikan 2 tiket pesawat gratis.,554720.jpg,[SALAH] HUT ke 93 Garuda Indonesia Bagi-Bagi Tiket Gratis,1
250,555907,2017-07-08 0:00:00,: Nikah Gratis di Hotel Trans Bandung,"NIKAH GRATIS DI HOTEL TRANS BANDUNG
 Tgl 25 Nopember 2017
 Untuk 300 pasang pengantin
 Fasilitas : Mas Kawin, R?Rias Pengantin, B?Biaya Pendaftaran Nikah ke KUA,Uang Saku, Jamuan Hidangan Rp. 700.000/porsi. Semua biaya ditanggung oleh Tabarru dr Kuwait.Bagi yg berminat segera daftar ke Masjid Trans Studio, Jl. Gatot Subroto Bdg, dg membawa Fotocopy KTP & KK, hubungi Bpk H. Maman (tolong sebarkan, barangkali ada sanak saudara /tetangga yg membutuhkannya) Jazakumulloh khoiron katsir",555907.jpg,(HOAX): Nikah Gratis di Hotel Trans Bandung,1
251,557638,2020-07-07 0:00:00,Foto Gubernur DKI Jakarta Menghilang Sejak Kisruh PPDB Jakarta,"TELAH HILANG GUBERNUR DKI YANG BIASANYA KONPERS MULU, KINI MENDADAK ENTAH DIMANA SEJAK KISRUH PPDB DKI. DICARI OLEH RIBUAN ORANG TUA SISWA KARENA TIDAK PERNAH MUNCUL",557638.jpg,[SALAH] Foto “Gubernur DKI Jakarta Menghilang Sejak Kisruh PPDB Jakarta”,1
252,557912,2020-06-03 0:00:00,Rekrutmen Kerja PT Waskita Karya,"Sehubungan dengan Recruitment calon karyawan PT Waskita Karya (Persero) Tbk Tahun 2020. Maka kami beritahukan bahwa dengan ini saudara(i) lulus seleksi administrasi, kualifikasi dan wajib mengikuti rangkaian seleksi tes selanjutnya dengan tahap akhir sesuai dengan jadwal sebagai berikut:",557912.png,[SALAH] Rekrutmen Kerja PT Waskita Karya,1
253,561701,2018-10-20 0:00:00,"Klarifikasi Polres Jembrana terkait Penodongan di Dekat SPBU Tuwed, Melaya","Tidak benar, itu hoax. Kami sudah melakukan pengecekan ke lapangan dan ke Polsek Melaya tidak ada kejadian penodongan seperti yang diunggah di Facebook",561701.png,"[BENAR] “Klarifikasi Polres Jembrana terkait Penodongan di Dekat SPBU Tuwed, Melaya”",0
254,567836,2019-10-13 0:00:00,Putri King Salman ga berhijab,Putri King Salman is very beautiful ga berhijab. Dilihat dosa ga dilihat sayang. Mana komentar FPI 212? Jamin mata anda tak berkedip dg Vitamin ini!,567836.png,[SALAH] “Putri King Salman ga berhijab”,1
255,568870,2019-04-12 0:00:00,Foto Ini CAWAPRES Akuh,Ini CAWAPRES Akuhhh.. Mana CAWAPRES Mu ??? _,568870.png,[SALAH] Foto “Ini CAWAPRES Akuh”,1
256,570312,23-Agu-18,"Artikel Akal Pendek Obral Aset Bangsa !!! Ditulis Oleh Akbar Faisal, Anggota DPR RI Fraksi Partai NasDem","Gilanya, Bandara Soekarno-Hatta yang merupakan ikon kebanggaan dan juga pintu gerbang Indonesia, akan dilego juga.",570312.jpg,"[SALAH] Artikel ‘Akal Pendek Obral Aset Bangsa !!!’ Ditulis Oleh Akbar Faisal, Anggota DPR RI Fraksi Partai NasDem",1
257,571422,2018-02-12 0:00:00,JALAN LAYANG TENDEAN - CILEDUG TAK RUSAK,"Kepala Dinas Bina Marga DKI Jakarta, Yusmada Fizal : “istilah retakan yang viral di whatsapp adalah keliru. Garis itu bukan retakan tapi celah sambungan delatasi,”.",571422.jpg,[KLARIFIKASI] JALAN LAYANG TENDEAN – CILEDUG TAK RUSAK,1
258,572817,2016-12-25 0:00:00,Atlet Karate Berjilbab Dilarang Bertanding Dalam Kompetisi Karate se-Jatim,"Mayoritaskah? Atau Minoritas?
 Jumat, 23 Desember 2016, Magetan. Aulia bersiap mengikuti perlombaan Karate se-Jatim di GOR Magetan. Siswi Smpit Harapan Umat Ngawi ini mengenakan sabuk biru. Bersama Aulia, ada beberapa siswa lain yang juga berjilbab.
 Menjelang pertandingan, juri memeriksa calon peserta. Saat itu, juri meminta peserta membuka jilbab.",572817.jpg,[DISINFORMASI] Atlet Karate Berjilbab Dilarang Bertanding Dalam Kompetisi Karate se-Jatim,1
259,574599,2020-05-05 0:00:00,Video Demo TKA China di Morowali,INI FAKTA YANG MEMBUAT RAKYAT JADI CEMBURU… MARAH !!! RAKYAT YANG JUGA MEMBUTUHKAN PEKERJAAN… KENAPA PEMERINTAH INI MEMBIARKAN SEMUA INI TERJADI…,574599.jpg,[SALAH] Video Demo TKA China di Morowali,1
260,575228,2020-03-10 0:00:00,Liputan Media Acara Diskusi Publik MAFINDO: Mitigasi Hoaks COVID19,Mafindo: Hoax Soal Corona Sama Berbahaya dengan Virusnya,575228.jpg,[BERITA] Liputan Media Acara Diskusi Publik MAFINDO: “Mitigasi Hoaks COVID19”,0
261,578500,23-Agu-18,Kominfo Bantah Adanya Kebocoran Anggaran Asian Games Sebesar Rp. 846 Juta di Asian Games,"Pernyataan saudara Jajang Nurjaman terhadap potensi kerugian negara yang membandingkan harga penawaran PT Indo-Ad dengan PT Bee Work Pariwara tidak relevan,” ujar Plt Kepala Biro Humas Kominfo, Noor Iza, Selasa (21/8)",578500.jpg,[BENAR] “Kominfo Bantah Adanya Kebocoran Anggaran Asian Games Sebesar Rp. 846 Juta di Asian Games”,0
262,579802,2018-01-05 0:00:00,: Konvoi Mobil Militan ISIS di Hujani Bom Oleh Pesawat Tempur Iraq,Konvoi Mobil Militan ISIS di Hujani Bom Oleh Pesawat Tempur Iraq,579802.jpg,(HOAX): Konvoi Mobil Militan ISIS di Hujani Bom Oleh Pesawat Tempur Iraq,1
263,585836,2019-01-08 0:00:00,Gambar Judul Artikel Berjudul Penyewa VA Adalah Kader PKS,KUALITAS KADER PARTAI BERBASIS ISLAM,585836.jpg,[SALAH] Gambar Judul Artikel Berjudul Penyewa VA Adalah Kader PKS,1
264,586996,2018-07-07 0:00:00,"Bangga jadi PKI, ngaku paling NKRI",cebong goblok sampai ke DNA nembus ke sperma :v,586996.png,"[SALAH] “Bangga jadi PKI, ngaku paling NKRI”",1
265,589228,2016-12-20 0:00:00,: Pemilihan 12 Pahlawan Nasional Dalam Cetakan Pecahan Uang Rupiah Baru,Pemilihan 12 Pahlawan Nasional Dalam Cetakan Pecahan Uang Rupiah Baru,589228.png,(KLARIFIKASI): Pemilihan 12 Pahlawan Nasional Dalam Cetakan Pecahan Uang Rupiah Baru,1
266,591356,2020-03-30 0:00:00,"ISTANA : TIDAK ADA LOCK DOWN DAERAH,  KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI","ISTANA : TIDAK ADA LOCK DOWN DAERAH, KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI MULAI DARI TEGURAN HINGGA HUKUMAN INDISPLINER… PRESIDEN MENEGUR KERAS KEPALA DAERAH :",591356.jpg,"[SALAH] “ISTANA : TIDAK ADA LOCK DOWN DAERAH,  KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI”",1
